Date,Price,30Ravg,AIL Demand
05/28/2016 22,13.5,15.99,7641
05/28/2016 23,13.5,15.99,7731
05/28/2016 24,12.84,15.99,7515
05/29/2016 01,12.04,15.99,7212
05/29/2016 02,12.26,15.99,7095
05/29/2016 03,12.37,15.99,7041
05/29/2016 04,12.37,16,7029
05/29/2016 05,12.37,16,7038
05/29/2016 06,12.37,16,6937
05/29/2016 07,12.37,16,6946
05/29/2016 08,12.11,16,7100
05/29/2016 09,12.37,15.99,7346
05/29/2016 10,12.48,15.99,7597
05/29/2016 11,13.4,15.99,7754
05/29/2016 12,13.51,15.99,7891
05/29/2016 13,14.06,15.99,7952
05/29/2016 14,13.51,15.98,7964
05/29/2016 15,13.94,15.98,7936
05/29/2016 16,14.69,15.98,7939
05/29/2016 17,15.33,15.98,8052
05/29/2016 18,15.26,15.98,8158
05/29/2016 19,15.26,15.98,8072
05/29/2016 20,15.18,15.99,7991
05/29/2016 21,14.21,15.98,7964
05/29/2016 22,13.5,15.98,7902
05/29/2016 23,12.49,15.98,7783
05/29/2016 24,12.55,15.98,7456
05/30/2016 01,11.67,15.97,7153
05/30/2016 02,10.78,15.96,7056
05/30/2016 03,10.78,15.96,6994
05/30/2016 04,10.78,15.95,6978
05/30/2016 05,10.97,15.95,7023
05/30/2016 06,12.37,15.94,7144
05/30/2016 07,12.72,15.94,7488
05/30/2016 08,13.51,15.94,7945
05/30/2016 09,14.3,15.93,8199
05/30/2016 10,15.25,15.93,8391
05/30/2016 11,15.26,15.93,8481
05/30/2016 12,15.3,15.93,8542
05/30/2016 13,15.38,15.93,8599
05/30/2016 14,15.43,15.93,8629
05/30/2016 15,15.38,15.93,8649
05/30/2016 16,15.45,15.93,8592
05/30/2016 17,15.37,15.93,8588
05/30/2016 18,15.36,15.93,8494
05/30/2016 19,14.76,15.93,8269
05/30/2016 20,15.26,15.93,8117
05/30/2016 21,14.81,15.93,8001
05/30/2016 22,15.19,15.93,7939
05/30/2016 23,15.25,15.93,7885
05/30/2016 24,15.25,15.93,7571
05/31/2016 01,13.78,15.93,7323
05/31/2016 02,13.45,15.92,7195
05/31/2016 03,13.25,15.92,7141
05/31/2016 04,13.25,15.92,7128
05/31/2016 05,13.37,15.92,7156
05/31/2016 06,13.51,15.92,7138
05/31/2016 07,14.62,15.92,7382
05/31/2016 08,15.33,15.92,7860
05/31/2016 09,15.41,15.92,8089
05/31/2016 10,15.34,15.92,8213
05/31/2016 11,15.34,15.92,8310
05/31/2016 12,15.38,15.92,8390
05/31/2016 13,15.45,15.92,8436
05/31/2016 14,15.46,15.92,8477
05/31/2016 15,15.47,15.92,8489
05/31/2016 16,15.6,15.92,8481
05/31/2016 17,15.47,15.92,8555
05/31/2016 18,15.47,15.92,8516
05/31/2016 19,15.46,15.92,8309
05/31/2016 20,15.46,15.92,8198
05/31/2016 21,15.39,15.92,8111
05/31/2016 22,15.31,15.92,8044
05/31/2016 23,15.26,15.92,7969
05/31/2016 24,15.14,15.92,7661
06/01/2016 01,14.09,15.92,7300
06/01/2016 02,12.95,15.92,7152
06/01/2016 03,12.42,15.92,7105
06/01/2016 04,12.37,15.92,7049
06/01/2016 05,12.37,15.91,7091
06/01/2016 06,12.49,15.91,7127
06/01/2016 07,15.19,15.91,7445
06/01/2016 08,15.35,15.91,7993
06/01/2016 09,15.46,15.91,8287
06/01/2016 10,15.47,15.91,8420
06/01/2016 11,20.75,15.91,8563
06/01/2016 12,21.17,15.92,8653
06/01/2016 13,21.12,15.93,8653
06/01/2016 14,21.14,15.93,8703
06/01/2016 15,21.1,15.94,8707
06/01/2016 16,21.17,15.95,8686
06/01/2016 17,21.3,15.95,8753
06/01/2016 18,21.89,15.95,8685
06/01/2016 19,15.47,15.95,8482
06/01/2016 20,17.45,15.95,8389
06/01/2016 21,15.46,15.95,8280
06/01/2016 22,15.39,15.95,8138
06/01/2016 23,15.37,15.95,8018
06/01/2016 24,15.33,15.96,7623
06/02/2016 01,14.32,15.96,7321
06/02/2016 02,15.24,15.97,7178
06/02/2016 03,15.24,15.98,7128
06/02/2016 04,14.55,15.99,7078
06/02/2016 05,13.51,15.99,7049
06/02/2016 06,13.76,16,7126
06/02/2016 07,13.51,16,7491
06/02/2016 08,15.26,16,7957
06/02/2016 09,15.37,16.01,8278
06/02/2016 10,15.28,16.01,8427
06/02/2016 11,15.26,16.01,8583
06/02/2016 12,15.26,16.01,8716
06/02/2016 13,15.26,16.01,8822
06/02/2016 14,15.26,16,8931
06/02/2016 15,15.26,16,8919
06/02/2016 16,15.26,15.99,8905
06/02/2016 17,15.25,15.99,8905
06/02/2016 18,13.89,15.99,8802
06/02/2016 19,13.35,15.99,8562
06/02/2016 20,12.37,15.99,8407
06/02/2016 21,12.04,15.99,8261
06/02/2016 22,11.3,15.98,8080
06/02/2016 23,10.78,15.98,7948
06/02/2016 24,10.77,15.98,7652
06/03/2016 01,10.52,15.98,7356
06/03/2016 02,10.35,15.98,7189
06/03/2016 03,10.73,15.98,7123
06/03/2016 04,10.7,15.97,7078
06/03/2016 05,10.75,15.97,7090
06/03/2016 06,10.78,15.97,7086
06/03/2016 07,11.85,15.96,7400
06/03/2016 08,13.24,15.96,7911
06/03/2016 09,13.51,15.96,8260
06/03/2016 10,15.07,15.95,8485
06/03/2016 11,15.26,15.94,8608
06/03/2016 12,15.35,15.94,8731
06/03/2016 13,15.37,15.94,8728
06/03/2016 14,15.38,15.94,8784
06/03/2016 15,15.37,15.93,8749
06/03/2016 16,15.31,15.92,8732
06/03/2016 17,15.26,15.91,8727
06/03/2016 18,15.25,15.9,8642
06/03/2016 19,15.24,15.9,8501
06/03/2016 20,14.06,15.9,8376
06/03/2016 21,13.5,15.89,8232
06/03/2016 22,12.5,15.89,8133
06/03/2016 23,13.28,15.89,8169
06/03/2016 24,13.36,15.88,7901
06/04/2016 01,12.77,15.88,7584
06/04/2016 02,12.15,15.88,7380
06/04/2016 03,11.19,15.88,7268
06/04/2016 04,10.78,15.88,7175
06/04/2016 05,10.78,15.88,7148
06/04/2016 06,10.78,15.88,7035
06/04/2016 07,10.78,15.87,7086
06/04/2016 08,11.94,15.87,7348
06/04/2016 09,14.73,15.87,7773
06/04/2016 10,15.26,15.88,8087
06/04/2016 11,15.34,15.88,8273
06/04/2016 12,15.38,15.88,8328
06/04/2016 13,15.44,15.88,8395
06/04/2016 14,15.43,15.89,8433
06/04/2016 15,15.47,15.89,8469
06/04/2016 16,15.47,15.89,8526
06/04/2016 17,15.47,15.89,8550
06/04/2016 18,15.47,15.89,8564
06/04/2016 19,15.46,15.89,8508
06/04/2016 20,15.4,15.9,8384
06/04/2016 21,15.27,15.9,8232
06/04/2016 22,14.35,15.9,8065
06/04/2016 23,13.51,15.9,8018
06/04/2016 24,13.5,15.9,7765
06/05/2016 01,13.5,15.9,7498
06/05/2016 02,13.44,15.9,7315
06/05/2016 03,12.81,15.9,7188
06/05/2016 04,12.37,15.9,7108
06/05/2016 05,12.37,15.9,7074
06/05/2016 06,12.01,15.9,6935
06/05/2016 07,11.29,15.89,6956
06/05/2016 08,11.8,15.89,7190
06/05/2016 09,12.29,15.89,7521
06/05/2016 10,13.28,15.88,7821
06/05/2016 11,14.12,15.88,8044
06/05/2016 12,15.26,15.88,8238
06/05/2016 13,15.37,15.88,8331
06/05/2016 14,15.37,15.88,8370
06/05/2016 15,15.38,15.88,8412
06/05/2016 16,15.44,15.88,8486
06/05/2016 17,15.46,15.88,8582
06/05/2016 18,15.47,15.88,8693
06/05/2016 19,15.47,15.88,8673
06/05/2016 20,15.46,15.88,8590
06/05/2016 21,15.39,15.88,8520
06/05/2016 22,15.26,15.88,8356
06/05/2016 23,14.63,15.88,8236
06/05/2016 24,14.44,15.88,7867
06/06/2016 01,12.63,15.88,7505
06/06/2016 02,12.27,15.88,7316
06/06/2016 03,11.37,15.88,7213
06/06/2016 04,10.78,15.88,7151
06/06/2016 05,10.8,15.88,7158
06/06/2016 06,10.8,15.87,7216
06/06/2016 07,12.5,15.87,7514
06/06/2016 08,13.43,15.87,8069
06/06/2016 09,15.14,15.87,8453
06/06/2016 10,15.26,15.88,8770
06/06/2016 11,15.33,15.88,8989
06/06/2016 12,15.26,15.88,9083
06/06/2016 13,15.26,15.87,9241
06/06/2016 14,15.39,15.87,9326
06/06/2016 15,15.47,15.87,9343
06/06/2016 16,15.47,15.87,9381
06/06/2016 17,16.13,15.88,9442
06/06/2016 18,21.07,15.88,9397
06/06/2016 19,17.34,15.89,9254
06/06/2016 20,15.48,15.89,9160
06/06/2016 21,15.45,15.89,9046
06/06/2016 22,15.25,15.89,8812
06/06/2016 23,14.72,15.89,8568
06/06/2016 24,14.8,15.89,8100
06/07/2016 01,13.5,15.89,7724
06/07/2016 02,12.91,15.89,7518
06/07/2016 03,12.55,15.89,7427
06/07/2016 04,12.9,15.9,7368
06/07/2016 05,13.38,15.9,7364
06/07/2016 06,13.5,15.9,7380
06/07/2016 07,14.54,15.91,7748
06/07/2016 08,15.37,15.92,8354
06/07/2016 09,15.49,15.92,8781
06/07/2016 10,22.32,15.94,9089
06/07/2016 11,24.33,15.96,9269
06/07/2016 12,22.25,15.97,9358
06/07/2016 13,21.37,15.98,9386
06/07/2016 14,15.49,15.99,9422
06/07/2016 15,21.5,16,9444
06/07/2016 16,20.34,16.01,9463
06/07/2016 17,17.08,16.01,9510
06/07/2016 18,20.49,16.02,9488
06/07/2016 19,15.49,16.03,9325
06/07/2016 20,15.48,16.03,9220
06/07/2016 21,15.42,16.03,9077
06/07/2016 22,15.25,16.04,8845
06/07/2016 23,15.18,16.04,8617
06/07/2016 24,14.44,16.04,8198
06/08/2016 01,13.94,16.04,7797
06/08/2016 02,13.5,16.05,7550
06/08/2016 03,13.14,16.05,7410
06/08/2016 04,13.13,16.05,7360
06/08/2016 05,13.51,16.05,7381
06/08/2016 06,14.11,16.05,7428
06/08/2016 07,14.99,16.05,7725
06/08/2016 08,15.33,16.06,8243
06/08/2016 09,15.45,16.06,8566
06/08/2016 10,15.46,16.06,8773
06/08/2016 11,15.47,16.06,8933
06/08/2016 12,15.79,16.06,9106
06/08/2016 13,18.09,16.06,9213
06/08/2016 14,17.17,16.07,9293
06/08/2016 15,15.46,16.07,9286
06/08/2016 16,15.47,16.07,9264
06/08/2016 17,17.39,16.08,9324
06/08/2016 18,15.49,16.08,9233
06/08/2016 19,15.48,16.08,8968
06/08/2016 20,15.46,16.09,8811
06/08/2016 21,15.29,16.09,8655
06/08/2016 22,15.25,16.09,8511
06/08/2016 23,14.44,16.09,8313
06/08/2016 24,13.73,16.09,7958
06/09/2016 01,13,16.09,7634
06/09/2016 02,12.2,16.1,7501
06/09/2016 03,12.32,16.1,7399
06/09/2016 04,12.14,16.1,7326
06/09/2016 05,10.78,16.1,7338
06/09/2016 06,12.26,16.1,7364
06/09/2016 07,13.46,16.1,7670
06/09/2016 08,14.96,16.1,8206
06/09/2016 09,15.26,16.1,8517
06/09/2016 10,15.26,16.11,8738
06/09/2016 11,15.36,16.11,8866
06/09/2016 12,15.37,16.11,8972
06/09/2016 13,15.38,16.11,8986
06/09/2016 14,15.38,16.12,9021
06/09/2016 15,15.38,16.12,9048
06/09/2016 16,15.34,16.12,9066
06/09/2016 17,15.35,16.12,9055
06/09/2016 18,15.25,16.12,8946
06/09/2016 19,14.25,16.12,8668
06/09/2016 20,13.88,16.11,8495
06/09/2016 21,13.77,16.11,8393
06/09/2016 22,13.5,16.11,8234
06/09/2016 23,13.5,16.11,8106
06/09/2016 24,12.44,16.1,7752
06/10/2016 01,10.79,16.1,7453
06/10/2016 02,10.76,16.09,7314
06/10/2016 03,10.78,16.08,7213
06/10/2016 04,10.78,16.08,7156
06/10/2016 05,11.89,16.07,7181
06/10/2016 06,13.38,16.07,7191
06/10/2016 07,13.43,16.07,7491
06/10/2016 08,15.2,16.07,7969
06/10/2016 09,15.26,16.07,8220
06/10/2016 10,15.34,16.07,8374
06/10/2016 11,15.42,16.07,8496
06/10/2016 12,15.47,16.06,8596
06/10/2016 13,15.47,16.05,8648
06/10/2016 14,17.28,16.04,8700
06/10/2016 15,15.93,16.03,8681
06/10/2016 16,16.78,16.02,8716
06/10/2016 17,15.47,16.02,8705
06/10/2016 18,15.43,16.02,8566
06/10/2016 19,15.26,16.02,8403
06/10/2016 20,15.25,16.02,8264
06/10/2016 21,14.73,16.02,8138
06/10/2016 22,15.34,16.02,8048
06/10/2016 23,15.32,16.02,7969
06/10/2016 24,15.3,16.02,7727
06/11/2016 01,15.26,16.02,7450
06/11/2016 02,15.25,16.02,7283
06/11/2016 03,15.25,16.02,7153
06/11/2016 04,15.25,16.02,7086
06/11/2016 05,14.61,16.02,7068
06/11/2016 06,13.51,16.02,7044
06/11/2016 07,12.5,16.01,7044
06/11/2016 08,13.21,16.01,7262
06/11/2016 09,13.51,15.99,7569
06/11/2016 10,15.22,15.98,7865
06/11/2016 11,15.25,15.98,8046
06/11/2016 12,15.25,15.97,8161
06/11/2016 13,15.25,15.97,8189
06/11/2016 14,15.25,15.97,8137
06/11/2016 15,14.17,15.96,8082
06/11/2016 16,14.88,15.95,8104
06/11/2016 17,15.25,15.94,8160
06/11/2016 18,15.25,15.94,8145
06/11/2016 19,15.25,15.93,8044
06/11/2016 20,15.25,15.93,7953
06/11/2016 21,15.17,15.93,7920
06/11/2016 22,14.53,15.93,7840
06/11/2016 23,14.66,15.93,7861
06/11/2016 24,13.83,15.93,7636
06/12/2016 01,12.7,15.92,7392
06/12/2016 02,12.37,15.92,7237
06/12/2016 03,12.21,15.91,7166
06/12/2016 04,10.78,15.91,7131
06/12/2016 05,10.78,15.9,7098
06/12/2016 06,10.77,15.89,6993
06/12/2016 07,10.77,15.89,7011
06/12/2016 08,10.78,15.88,7207
06/12/2016 09,12.37,15.87,7517
06/12/2016 10,12.37,15.87,7740
06/12/2016 11,13.66,15.86,7928
06/12/2016 12,15.25,15.85,8045
06/12/2016 13,15.25,15.84,8104
06/12/2016 14,15.25,15.83,8132
06/12/2016 15,15.25,15.82,8150
06/12/2016 16,15.25,15.81,8139
06/12/2016 17,15.26,15.8,8245
06/12/2016 18,15.26,15.79,8317
06/12/2016 19,15.26,15.78,8290
06/12/2016 20,15.25,15.77,8250
06/12/2016 21,15.25,15.76,8187
06/12/2016 22,14.22,15.75,8102
06/12/2016 23,14.27,15.74,8041
06/12/2016 24,13.37,15.73,7783
06/13/2016 01,12.37,15.72,7490
06/13/2016 02,12.12,15.7,7319
06/13/2016 03,11.68,15.69,7245
06/13/2016 04,11.78,15.68,7219
06/13/2016 05,12.92,15.68,7205
06/13/2016 06,13.76,15.68,7260
06/13/2016 07,15.42,15.68,7635
06/13/2016 08,15.45,15.68,8168
06/13/2016 09,17.88,15.68,8508
06/13/2016 10,24.31,15.68,8742
06/13/2016 11,21.64,15.68,8866
06/13/2016 12,24.19,15.68,8930
06/13/2016 13,33.95,15.71,9003
06/13/2016 14,34.16,15.74,9007
06/13/2016 15,32.91,15.76,9017
06/13/2016 16,36.55,15.79,9034
06/13/2016 17,36.84,15.81,9081
06/13/2016 18,31.7,15.84,9035
06/13/2016 19,22.28,15.85,8813
06/13/2016 20,22.77,15.86,8687
06/13/2016 21,22.63,15.87,8575
06/13/2016 22,22.32,15.88,8412
06/13/2016 23,21.9,15.89,8260
06/13/2016 24,16.02,15.89,7927
06/14/2016 01,15.14,15.89,7593
06/14/2016 02,14.09,15.89,7440
06/14/2016 03,13.83,15.89,7326
06/14/2016 04,13.51,15.89,7317
06/14/2016 05,14.41,15.89,7307
06/14/2016 06,15.28,15.89,7343
06/14/2016 07,15.37,15.89,7628
06/14/2016 08,18.2,15.89,8153
06/14/2016 09,21.55,15.9,8425
06/14/2016 10,22.84,15.91,8583
06/14/2016 11,28.16,15.93,8754
06/14/2016 12,27.4,15.95,8843
06/14/2016 13,22.48,15.96,8862
06/14/2016 14,15.64,15.96,8878
06/14/2016 15,17.35,15.96,8868
06/14/2016 16,15.46,15.96,8866
06/14/2016 17,15.47,15.96,8880
06/14/2016 18,15.45,15.96,8810
06/14/2016 19,15.32,15.95,8583
06/14/2016 20,14.67,15.93,8438
06/14/2016 21,13.71,15.92,8347
06/14/2016 22,15.25,15.91,8194
06/14/2016 23,14.11,15.9,8114
06/14/2016 24,13.24,15.9,7813
06/15/2016 01,13.38,15.89,7540
06/15/2016 02,12.42,15.89,7395
06/15/2016 03,11.57,15.89,7313
06/15/2016 04,11.31,15.89,7267
06/15/2016 05,11.23,15.88,7247
06/15/2016 06,11.05,15.88,7290
06/15/2016 07,11.5,15.87,7615
06/15/2016 08,12.29,15.87,7991
06/15/2016 09,13.45,15.86,8194
06/15/2016 10,13.51,15.85,8336
06/15/2016 11,14.69,15.85,8439
06/15/2016 12,15.26,15.85,8548
06/15/2016 13,15.26,15.85,8540
06/15/2016 14,15.25,15.85,8541
06/15/2016 15,15.25,15.85,8549
06/15/2016 16,15.25,15.85,8582
06/15/2016 17,15.25,15.85,8616
06/15/2016 18,15.25,15.85,8590
06/15/2016 19,14.84,15.85,8430
06/15/2016 20,14.68,15.85,8301
06/15/2016 21,13.51,15.85,8187
06/15/2016 22,13.51,15.85,8075
06/15/2016 23,13.51,15.85,8026
06/15/2016 24,13.51,15.85,7763
06/16/2016 01,13.51,15.85,7498
06/16/2016 02,13.51,15.85,7368
06/16/2016 03,13.5,15.85,7319
06/16/2016 04,13.51,15.86,7324
06/16/2016 05,13.51,15.86,7337
06/16/2016 06,13.51,15.86,7336
06/16/2016 07,14.09,15.86,7634
06/16/2016 08,15.36,15.85,8047
06/16/2016 09,15.43,15.84,8304
06/16/2016 10,15.38,15.83,8440
06/16/2016 11,15.37,15.82,8544
06/16/2016 12,15.37,15.69,8681
06/16/2016 13,15.37,15.51,8705
06/16/2016 14,15.35,15.42,8740
06/16/2016 15,15.26,15.4,8748
06/16/2016 16,15.26,15.39,8715
06/16/2016 17,15.25,15.37,8693
06/16/2016 18,13.63,15.34,8651
06/16/2016 19,13.51,15.34,8504
06/16/2016 20,13.5,15.33,8376
06/16/2016 21,13.5,15.32,8350
06/16/2016 22,13.5,15.32,8216
06/16/2016 23,13.33,15.31,8140
06/16/2016 24,12.64,15.31,7853
06/17/2016 01,11.41,15.3,7605
06/17/2016 02,10.78,15.3,7466
06/17/2016 03,10.78,15.3,7383
06/17/2016 04,10.78,15.29,7358
06/17/2016 05,10.78,15.29,7396
06/17/2016 06,10.78,15.28,7426
06/17/2016 07,10.78,15.28,7695
06/17/2016 08,12.25,15.28,8142
06/17/2016 09,13.5,15.27,8472
06/17/2016 10,13.51,15.27,8665
06/17/2016 11,15.07,15.27,8772
06/17/2016 12,15.26,15.26,8862
06/17/2016 13,15.25,15.25,8884
06/17/2016 14,15.25,15.24,8894
06/17/2016 15,15.25,15.23,8863
06/17/2016 16,15.25,15.22,8841
06/17/2016 17,15.25,15.21,8840
06/17/2016 18,15.25,15.19,8779
06/17/2016 19,15.25,15.18,8629
06/17/2016 20,13.66,15.17,8485
06/17/2016 21,14.6,15.16,8395
06/17/2016 22,13.55,15.15,8287
06/17/2016 23,13.51,15.14,8259
06/17/2016 24,13.27,15.12,8025
06/18/2016 01,12.38,15.12,7721
06/18/2016 02,11.22,15.11,7531
06/18/2016 03,11.22,15.11,7440
06/18/2016 04,10.95,15.1,7368
06/18/2016 05,12.08,15.1,7369
06/18/2016 06,11.85,15.09,7259
06/18/2016 07,11.47,15.09,7309
06/18/2016 08,12.41,15.08,7505
06/18/2016 09,13.61,15.08,7842
06/18/2016 10,15.25,15.07,8121
06/18/2016 11,15.26,15.05,8298
06/18/2016 12,15.28,15.03,8426
06/18/2016 13,15.37,14.99,8502
06/18/2016 14,15.37,14.92,8495
06/18/2016 15,15.37,14.87,8466
06/18/2016 16,15.37,14.85,8445
06/18/2016 17,15.29,14.84,8441
06/18/2016 18,15.27,14.83,8485
06/18/2016 19,14.91,14.83,8388
06/18/2016 20,15.25,14.83,8308
06/18/2016 21,13.89,14.83,8221
06/18/2016 22,13.51,14.82,8189
06/18/2016 23,13.51,14.82,8211
06/18/2016 24,12.45,14.82,8017
06/19/2016 01,10.85,14.81,7738
06/19/2016 02,10.77,14.81,7553
06/19/2016 03,10.54,14.81,7455
06/19/2016 04,1.81,14.79,7443
06/19/2016 05,0,14.77,7368
06/19/2016 06,0,14.75,7263
06/19/2016 07,0,14.73,7285
06/19/2016 08,4.18,14.72,7453
06/19/2016 09,10.44,14.71,7739
06/19/2016 10,10.78,14.7,7996
06/19/2016 11,10.8,14.7,8190
06/19/2016 12,10.99,14.69,8276
06/19/2016 13,12.37,14.66,8348
06/19/2016 14,12.37,14.65,8383
06/19/2016 15,12.37,14.64,8423
06/19/2016 16,13.01,14.63,8473
06/19/2016 17,13.5,14.63,8547
06/19/2016 18,14.15,14.63,8644
06/19/2016 19,13.51,14.63,8564
06/19/2016 20,13.5,14.62,8496
06/19/2016 21,13.5,14.62,8442
06/19/2016 22,13.51,14.62,8416
06/19/2016 23,13.51,14.62,8357
06/19/2016 24,13.01,14.61,8072
06/20/2016 01,12.37,14.61,7793
06/20/2016 02,12.37,14.61,7607
06/20/2016 03,12.37,14.6,7555
06/20/2016 04,12.37,14.6,7536
06/20/2016 05,12.37,14.6,7546
06/20/2016 06,12.37,14.6,7560
06/20/2016 07,13.76,14.6,7891
06/20/2016 08,15.29,14.6,8414
06/20/2016 09,15.43,14.6,8787
06/20/2016 10,17.54,14.61,9033
06/20/2016 11,21.6,14.61,9226
06/20/2016 12,22.06,14.62,9340
06/20/2016 13,22.32,14.63,9423
06/20/2016 14,22.32,14.64,9474
06/20/2016 15,22.32,14.65,9503
06/20/2016 16,22.07,14.66,9553
06/20/2016 17,22.32,14.67,9583
06/20/2016 18,22.32,14.68,9571
06/20/2016 19,22.01,14.69,9367
06/20/2016 20,20.23,14.7,9276
06/20/2016 21,16.29,14.7,9168
06/20/2016 22,15.41,14.7,8928
06/20/2016 23,15.31,14.7,8733
06/20/2016 24,14.09,14.7,8316
06/21/2016 01,13.47,14.7,7941
06/21/2016 02,12.37,14.69,7758
06/21/2016 03,12.23,14.69,7682
06/21/2016 04,12.18,14.68,7611
06/21/2016 05,12.36,14.68,7606
06/21/2016 06,12.37,14.68,7638
06/21/2016 07,12.37,14.68,7943
06/21/2016 08,14.58,14.68,8464
06/21/2016 09,15.35,14.68,8862
06/21/2016 10,15.39,14.68,9141
06/21/2016 11,15.38,14.68,9279
06/21/2016 12,15.38,14.68,9377
06/21/2016 13,15.37,14.68,9440
06/21/2016 14,14.89,14.68,9488
06/21/2016 15,15.26,14.68,9480
06/21/2016 16,15.26,14.68,9498
06/21/2016 17,15.31,14.68,9500
06/21/2016 18,15.28,14.68,9440
06/21/2016 19,15.25,14.68,9184
06/21/2016 20,15.26,14.68,8971
06/21/2016 21,15.25,14.68,8852
06/21/2016 22,15.25,14.69,8694
06/21/2016 23,14.87,14.69,8538
06/21/2016 24,12.78,14.69,8200
06/22/2016 01,12.38,14.69,7920
06/22/2016 02,12.37,14.69,7765
06/22/2016 03,12.37,14.69,7651
06/22/2016 04,12.37,14.69,7613
06/22/2016 05,12.37,14.69,7619
06/22/2016 06,12.37,14.69,7650
06/22/2016 07,13.53,14.69,7985
06/22/2016 08,15.33,14.7,8518
06/22/2016 09,15.45,14.7,8899
06/22/2016 10,15.48,14.7,9150
06/22/2016 11,16.52,14.71,9339
06/22/2016 12,22.23,14.72,9473
06/22/2016 13,22.32,14.73,9541
06/22/2016 14,22.32,14.74,9584
06/22/2016 15,22.31,14.75,9578
06/22/2016 16,16.84,14.75,9565
06/22/2016 17,17.21,14.76,9588
06/22/2016 18,15.49,14.76,9526
06/22/2016 19,15.47,14.76,9349
06/22/2016 20,15.46,14.76,9218
06/22/2016 21,15.42,14.76,9037
06/22/2016 22,15.31,14.76,8823
06/22/2016 23,15.26,14.76,8823
06/22/2016 24,14,14.76,8346
06/23/2016 01,13.51,14.75,8078
06/23/2016 02,12.76,14.75,7855
06/23/2016 03,12.39,14.75,7774
06/23/2016 04,12.39,14.75,7731
06/23/2016 05,12.39,14.75,7727
06/23/2016 06,12.39,14.74,7719
06/23/2016 07,13.52,14.74,8074
06/23/2016 08,15.35,14.74,8594
06/23/2016 09,15.43,14.74,8974
06/23/2016 10,15.47,14.74,9243
06/23/2016 11,15.53,14.74,9407
06/23/2016 12,15.65,14.74,9501
06/23/2016 13,15.84,14.74,9555
06/23/2016 14,21.4,14.75,9613
06/23/2016 15,22.32,14.76,9605
06/23/2016 16,22.28,14.76,9665
06/23/2016 17,17.33,14.76,9559
06/23/2016 18,15.27,14.76,9458
06/23/2016 19,14.99,14.76,9372
06/23/2016 20,15.25,14.76,9253
06/23/2016 21,14.33,14.75,9073
06/23/2016 22,13.67,14.75,8873
06/23/2016 23,13.5,14.75,8684
06/23/2016 24,13.5,14.75,8415
06/24/2016 01,12.48,14.75,8140
06/24/2016 02,12.37,14.75,7998
06/24/2016 03,12.37,14.74,7927
06/24/2016 04,12.38,14.74,7850
06/24/2016 05,12.39,14.74,7828
06/24/2016 06,12.39,14.74,7747
06/24/2016 07,13.51,14.74,8030
06/24/2016 08,14.91,14.74,8514
06/24/2016 09,15.47,14.74,8939
06/24/2016 10,16.76,14.74,9179
06/24/2016 11,22.29,14.75,9369
06/24/2016 12,22.32,14.75,9444
06/24/2016 13,22.32,14.75,9438
06/24/2016 14,19.89,14.75,9403
06/24/2016 15,15.47,14.74,9353
06/24/2016 16,15.28,14.73,9280
06/24/2016 17,15.26,14.72,9252
06/24/2016 18,15.25,14.71,9137
06/24/2016 19,13.95,14.71,8939
06/24/2016 20,13.41,14.71,8738
06/24/2016 21,13.34,14.7,8623
06/24/2016 22,13.22,14.7,8531
06/24/2016 23,13.23,14.7,8433
06/24/2016 24,12.58,14.69,8214
06/25/2016 01,11.93,14.69,7902
06/25/2016 02,10.78,14.69,7697
06/25/2016 03,10.78,14.68,7630
06/25/2016 04,10.78,14.68,7621
06/25/2016 05,10.78,14.68,7562
06/25/2016 06,10.78,14.67,7556
06/25/2016 07,10.78,14.66,7597
06/25/2016 08,10.97,14.66,7815
06/25/2016 09,12.37,14.65,8147
06/25/2016 10,13.36,14.65,8467
06/25/2016 11,13.5,14.65,8630
06/25/2016 12,14.4,14.65,8759
06/25/2016 13,15.24,14.65,8775
06/25/2016 14,15.24,14.65,8803
06/25/2016 15,13.5,14.64,8775
06/25/2016 16,15.07,14.64,8817
06/25/2016 17,15.25,14.64,8836
06/25/2016 18,15.26,14.64,8855
06/25/2016 19,15.25,14.64,8712
06/25/2016 20,15.25,14.64,8542
06/25/2016 21,14.09,14.64,8448
06/25/2016 22,13.5,14.64,8385
06/25/2016 23,14.69,14.64,8405
06/25/2016 24,14.54,14.64,8190
06/26/2016 01,12.85,14.64,7919
06/26/2016 02,12.37,14.64,7777
06/26/2016 03,12.37,14.65,7700
06/26/2016 04,12.37,14.65,7576
06/26/2016 05,12.37,14.65,7544
06/26/2016 06,12.37,14.65,7436
06/26/2016 07,12.41,14.65,7386
06/26/2016 08,13.12,14.65,7606
06/26/2016 09,15.05,14.65,7930
06/26/2016 10,15.28,14.65,8232
06/26/2016 11,15.41,14.65,8477
06/26/2016 12,15.46,14.65,8651
06/26/2016 13,15.46,14.65,8760
06/26/2016 14,15.46,14.65,8729
06/26/2016 15,15.38,14.65,8726
06/26/2016 16,15.42,14.65,8794
06/26/2016 17,15.48,14.65,8842
06/26/2016 18,19.86,14.66,8941
06/26/2016 19,21.96,14.67,8940
06/26/2016 20,21.96,14.68,8849
06/26/2016 21,22.81,14.7,8815
06/26/2016 22,20.46,14.71,8728
06/26/2016 23,15.85,14.71,8636
06/26/2016 24,15.46,14.72,8367
06/27/2016 01,15.31,14.72,8058
